service,category,confidence,reasoning,signals,model,input_hash,classified_at,source
VMware Cloud Director,not_ai,high,"VMware's IaaS management console for provisioning virtual data centers; infrastructure, not AI.","[""VMware Cloud Director"", ""IaaS""]",claude-sonnet-5,630468e8d4480599,2026-07-04T21:37:29Z,llm
VMware Cloud Foundation,not_ai,high,"A full-stack virtualization platform (compute, storage, network); infrastructure, not AI.","[""VMware Cloud Foundation"", ""FedHIVE""]",claude-sonnet-5,6a4e86ae1b56e6f8,2026-07-04T21:37:29Z,llm
VMware Solution,not_ai,high,"Oracle's hosted VMware offering for lift-and-shift virtualization; infrastructure, not AI.","[""VMware Solution"", ""Oracle Cloud Infrastructure""]",claude-sonnet-5,b516abc45645624d,2026-07-04T21:37:29Z,llm
VPC Service Controls,not_ai,high,"Google Cloud's network security perimeter/data exfiltration control; networking/security, not AI.","[""VPC Service Controls"", ""Google Cloud Platform""]",claude-sonnet-5,43ee37d89b081f5c,2026-07-05T01:56:37Z,qc_confirmed
VPN Gateway,not_ai,high,"Azure's site-to-site VPN networking service; infrastructure, not AI.","[""VPN Gateway"", ""Azure Commercial Cloud""]",claude-sonnet-5,dbeb8fd7a46e41e1,2026-07-04T21:37:29Z,llm
VX-P949,not_ai,low,"An unclear model/product code within Motorola's Mission Critical Ecosystem, likely a radio or dispatch hardware/software unit; no evidence of an AI capability, so default to not_ai.","[""Motorola Solutions Federal Cloud"", ""Mission Critical Ecosystem""]",claude-sonnet-5,6993df6d9635988d,2026-07-05T01:56:37Z,qc_confirmed
Valinor Harbor,not_ai,low,An opaque codename within Palantir's supporting-services boundary with no discernible product signal; default to not_ai per precision-over-recall.,"[""Palantir Federal Cloud Service"", ""PFCS-SS""]",claude-sonnet-5,13db4e7b163befd5,2026-07-05T01:56:37Z,qc_confirmed
Vault,not_ai,high,"Google Vault (eDiscovery/retention) and Oracle Vault (secrets/key management) are both governance/security utilities, not AI.","[""Vault"", ""Google Workspace"", ""Oracle Cloud Infrastructure""]",claude-sonnet-5,9147b47d509ffbc1,2026-07-04T21:37:29Z,llm
Veracity Learning Record Store,not_ai,high,"An xAPI Learning Record Store for tracking training data within PowerTrain's learning ecosystem; data storage, not AI.","[""Learning Record Store"", ""Government Learning Enclave""]",claude-sonnet-5,08d01d2070799224,2026-07-04T21:37:29Z,llm
Versa Unified SASE for Government,not_ai,medium,"Versa's SASE offering combines SD-WAN and network security; a networking/security fabric, not a named AI capability.","[""Unified SASE"", ""Elevate Intelligent Automation Platform""]",claude-sonnet-5,dcc14b156ec6b076,2026-07-04T21:37:29Z,llm
Vetted (Background Investigation),not_ai,medium,"A NEOGOV module for managing background investigations in HR workflows; case/workflow management, not AI.","[""Background Investigation"", ""NEOGOV Cloud""]",claude-sonnet-5,5f9b9e4de4044552,2026-07-04T21:37:29Z,llm
Video Indexer,core_ai,high,"Azure AI Video Indexer is a computer-vision/speech AI service that extracts insights (faces, transcripts, objects) from video content.","[""Video Indexer"", ""Azure""]",claude-sonnet-5,07082808ada85f4c,2026-07-05T01:56:37Z,qc_confirmed
Video Intelligence API*,core_ai,high,"Google Cloud Video Intelligence API is a computer-vision service for detecting objects, scenes, and activities in video, squarely a core AI/ML API.","[""Video Intelligence API""]",claude-sonnet-5,2cf3d1d00d5f1081,2026-07-05T01:56:37Z,qc_confirmed
Vigilance Managed Detection and Response (MDR) services,not_ai,medium,"[QC overturn: Vigilance MDR is a human-delivered managed SOC service on the SentinelOne ML host with no independent AI attribution; per rubric-v2 rule 2 (its cited 'DFIR services on an ML-security host -> not_ai' precedent) the platform's ML must not be attributed to the managed-service SKU.] Original: A managed security service delivered on SentinelOne's Singularity platform, which the description explicitly says leverages advanced machine learning and behavioral AI for detection.","[""machine learning algorithms"", ""behavioral AI"", ""Managed Detection and Response""]",claude-sonnet-5,e2b0fc73959f714b,2026-07-05T02:04:54Z,qc_corrected
Virtual Care,not_ai,medium,"A Salesforce health/care-coordination solution for public sector telehealth workflows; a CRM-based application, not an AI capability itself.","[""Virtual Care"", ""Salesforce Government Cloud Plus""]",claude-sonnet-5,44e53bd887cb9591,2026-07-05T01:56:37Z,qc_confirmed
Virtual Cloud Networks,not_ai,high,"Oracle Cloud's virtual networking (VCN) service; networking infrastructure, not AI.","[""Virtual Cloud Networks"", ""Oracle Cloud Infrastructure""]",claude-sonnet-5,7dfefd90b78a4681,2026-07-04T21:37:29Z,llm
Virtual Desktop Services,not_ai,high,"A VDI offering from GovPoint Cloud Services; desktop virtualization infrastructure, not AI.","[""Virtual Desktop Services"", ""GovPoint Cloud Services""]",claude-sonnet-5,7ded7c5edc9cc00c,2026-07-04T21:37:29Z,llm
Virtual Machines,not_ai,high,Azure IaaS compute instances; not AI.,"[""Virtual Machines"", ""Azure Commercial Cloud""]",claude-sonnet-5,91b0b64d83414017,2026-07-04T21:37:29Z,llm
Virtual Machines Scale Sets,not_ai,high,"Azure's autoscaling compute service for VM fleets; infrastructure, not AI.","[""Virtual Machines Scale Sets""]",claude-sonnet-5,b69c04cfa1e06e1b,2026-07-04T21:37:29Z,llm
Virtual Machines Scale Sets (VMSS),not_ai,high,"Same Azure autoscaling VM feature as Virtual Machines Scale Sets; infrastructure, not AI.","[""VMSS"", ""Azure Government""]",claude-sonnet-5,67d679d410596fbe,2026-07-04T21:37:29Z,llm
Virtual NAT,not_ai,high,"Azure's managed network address translation service; networking, not AI.","[""Virtual NAT"", ""Azure Government""]",claude-sonnet-5,bde311fce1962e67,2026-07-04T21:37:29Z,llm
Virtual Network,not_ai,high,"Azure's core software-defined networking service; infrastructure, not AI.","[""Virtual Network"", ""Azure Commercial Cloud""]",claude-sonnet-5,fa8c39ba092c5d06,2026-07-04T21:37:29Z,llm
Virtual Network Directory Service,not_ai,high,An Azure networked directory/identity service; not AI.,"[""Virtual Network Directory Service"", ""Azure Government""]",claude-sonnet-5,1b8521879e9cb53c,2026-07-04T21:37:29Z,llm
Virtual Visitation Service for Webex for Government,not_ai,high,"A video-conferencing based visitation feature (e.g., for correctional/telepresence use) built on Webex; collaboration tooling, not AI.","[""Virtual Visitation"", ""Webex for Government""]",claude-sonnet-5,3fbf60660e0143ae,2026-07-04T21:37:29Z,llm
Visibility Console,not_ai,high,A PagerDuty dashboard/console for operational visibility; not an AI capability.,"[""Visibility Console"", ""PagerDuty""]",claude-sonnet-5,782a0a9f80dbfdc3,2026-07-04T21:37:29Z,llm
Visual Builder Cloud Service,not_ai,medium,"Oracle Visual Builder is a low-code application development tool; a builder platform, not a named AI capability.","[""Visual Builder Cloud Service"", ""Oracle Cloud Infrastructure""]",claude-sonnet-5,541a0fe6737ae31c,2026-07-04T21:37:29Z,llm
Visual Builder Studio,not_ai,high,Oracle's DevOps/CI-CD and version-control tooling for Visual Builder applications; not AI.,"[""Visual Builder Studio"", ""Oracle Cloud Infrastructure""]",claude-sonnet-5,c095015b3342f21f,2026-07-04T21:37:29Z,llm
Visual Spatial Event Map,not_ai,medium,"A Bluescape collaborative spatial-canvas mapping capability for operations centers; visualization/workspace tooling, not AI.","[""Visual Spatial Event Map"", ""Bluescape"", ""operations cente""]",claude-sonnet-5,e6f9c6112f62ba9c,2026-07-04T21:37:29Z,llm
Visualizations and Dashboards,not_ai,medium,"Standard Qlik BI charting/dashboard capability; a data-visualization feature, not itself an AI/ML capability.","[""Visualizations and Dashboards"", ""Qlik Cloud Government""]",claude-sonnet-5,4fa5672db112adc9,2026-07-04T21:37:29Z,llm
Vitals (Early Intervention),not_ai,low,"A NEOGOV public-safety early-intervention module tracking employee risk indicators, most likely rule/threshold based rather than a distinct AI/ML capability.","[""Early Intervention"", ""NEOGOV Cloud""]",claude-sonnet-5,a65ab5d0352abc9a,2026-07-05T01:56:37Z,qc_confirmed
Voice,not_ai,medium,Google Voice's core telephony/VoIP service within Google Workspace; calling/texting is the primary function even though voicemail transcription is a minor AI-adjacent feature.,"[""Voice"", ""Google Workspace""]",claude-sonnet-5,510a8f85c1183bed,2026-07-04T21:37:29Z,llm
Vulnerability Scanning,not_ai,high,"Standard vulnerability/CVE scanning offered across MAXIMUS Cloud and SMX Elevate IAP; security scanning infrastructure, not AI.","[""Vulnerability Scanning"", ""MAXIMUS Cloud""]",claude-sonnet-5,4624426d2dbf50d6,2026-07-04T21:37:29Z,llm
Vulnerability Scanning Service,not_ai,high,"Oracle Cloud's vulnerability scanning service; security scanning infrastructure, not AI.","[""Vulnerability Scanning Service"", ""Oracle Cloud Infrastructure""]",claude-sonnet-5,3584de5f97487c3b,2026-07-04T21:37:29Z,llm
WAN-as-a-Service,not_ai,high,"Cloudflare wide-area networking connectivity service, not AI.","[""WAN-as-a-Service""]",claude-sonnet-5,4bff35992fffae25,2026-07-04T21:37:29Z,llm
Waiting Room,not_ai,high,"Cloudflare traffic-queueing feature to manage site load spikes, not AI.","[""Waiting Room""]",claude-sonnet-5,9e35c722d35877be,2026-07-04T21:37:29Z,llm
Warp ZT,not_ai,high,"Cloudflare's zero-trust device/VPN client (WARP), not AI.","[""Warp ZT""]",claude-sonnet-5,7c1279ff1803d367,2026-07-04T21:37:29Z,llm
WatchTower and WatchTower Pro Threat Hunting services,ai_featured,medium,"A managed threat-hunting service built on SentinelOne's Singularity platform, whose detection engine is explicitly described as using machine learning and behavioral AI.","[""Threat Hunting"", ""machine learning algorithms"", ""behavioral AI""]",claude-sonnet-5,11d9414347ed1012,2026-07-05T01:56:37Z,qc_confirmed
Wayfinder Incent Readiness & Response,not_ai,medium,"[QC overturn: A human-delivered managed incident-readiness/response service on the SentinelOne ML host; rubric-v2 rule 2 bars attributing the Singularity platform's ML to this managed-service SKU, which has no independent AI.] Original: SentinelOne's Wayfinder managed detection/response service runs on the Singularity platform's ML-based behavioral detection engine.","[""Wayfinder"", ""machine learning algorithms"", ""behavioral AI""]",claude-sonnet-5,3e60d72797a04808,2026-07-05T02:04:54Z,qc_corrected
Wayfinder MDR Elite,ai_featured,medium,A managed detection and response tier built on SentinelOne's ML/behavioral-AI detection engine.,"[""MDR"", ""machine learning algorithms"", ""behavioral AI""]",claude-sonnet-5,b9bd7a7c4dabc5f7,2026-07-05T01:56:37Z,qc_confirmed
Wayfinder MDR Essentials,ai_featured,medium,A managed detection and response tier built on SentinelOne's ML/behavioral-AI detection engine.,"[""MDR"", ""machine learning algorithms"", ""behavioral AI""]",claude-sonnet-5,f9a2be2ade067460,2026-07-05T01:56:37Z,qc_confirmed
Wayfinder Threat Hunting,not_ai,medium,"[QC overturn: A human-analyst managed threat-hunting service on the SentinelOne ML host, directly analogous to the rule-2 'DFIR services' precedent; the host's ML must not be attributed to this service SKU, so not_ai.] Original: A managed threat-hunting service built on SentinelOne's ML/behavioral-AI detection engine.","[""Threat Hunting"", ""machine learning algorithms"", ""behavioral AI""]",claude-sonnet-5,b87c8542aceb85b3,2026-07-05T02:04:54Z,qc_corrected
Web Analytics,not_ai,high,"Cloudflare web traffic analytics/reporting feature, not AI.","[""Web Analytics""]",claude-sonnet-5,2947f861dba86d3a,2026-07-04T21:37:29Z,llm
Web Application Acceleration (WAA),not_ai,high,"Oracle CDN/content-acceleration service, not AI.","[""Application Acceleration""]",claude-sonnet-5,76aa38f87a9f551a,2026-07-04T21:37:29Z,llm
Web Application Firewall,not_ai,high,"Standard Azure WAF, a rules-based perimeter security control, not AI.","[""Web Application Firewall""]",claude-sonnet-5,f437d979dcd1497f,2026-07-04T21:37:29Z,llm
Web Application Firewall (WAF) with API Protection,not_ai,medium,"Cloudflare's WAF/API protection is primarily managed-ruleset and schema-validation based, not an ML/AI capability.","[""Web Application Firewall"", ""API Protection""]",claude-sonnet-5,1422b84824b6cc9b,2026-07-04T21:37:29Z,llm
Web Application Firewall (WAFv2),not_ai,high,"Oracle Cloud's rules-based WAF, not AI.","[""Web Application Firewall""]",claude-sonnet-5,fb85f0eb0b5d3efc,2026-07-04T21:37:29Z,llm
Web Apps (App Service),not_ai,high,"Azure App Service PaaS hosting for web apps, not AI.","[""App Service""]",claude-sonnet-5,68c6fbbeef0caf58,2026-07-04T21:37:29Z,llm
Web Apps (App Service) Windows Virtual Desktop,not_ai,high,"Azure App Service / Windows Virtual Desktop hosting, not AI.","[""App Service"", ""Virtual Desktop""]",claude-sonnet-5,848ac9c7f018a2b7,2026-07-04T21:37:29Z,llm
Web Risk API*,not_ai,low,Google's Web Risk API is primarily a threat-intelligence/blocklist lookup service for unsafe URLs; not framed as an AI capability by name.,"[""Web Risk API""]",claude-sonnet-5,547b1352e06083ab,2026-07-05T01:56:37Z,qc_confirmed
Webex for Government Calling,not_ai,high,"Cisco Webex VoIP calling feature, not AI.","[""Calling""]",claude-sonnet-5,11dbc0bdc326d59d,2026-07-04T21:37:29Z,llm
Windows 10 IoT Core Services,not_ai,high,"IoT operating system service, not AI.","[""Windows 10 IoT Core""]",claude-sonnet-5,00acea857d3aad07,2026-07-04T21:37:29Z,llm
Windows 365 (W365),not_ai,high,"Cloud PC / virtual desktop service, not AI.","[""Windows 365""]",claude-sonnet-5,96db13d5321a3450,2026-07-04T21:37:29Z,llm
Windows Autopatch and Microsoft Managed Desktop,not_ai,high,"Patch management and managed desktop service, not AI.","[""Autopatch"", ""Managed Desktop""]",claude-sonnet-5,ca48eba494ff2f25,2026-07-05T01:56:37Z,qc_confirmed
Windows Update for Business reports,not_ai,high,"Patch-compliance reporting feature, not AI.","[""Windows Update for Business reports""]",claude-sonnet-5,24092fd88a422c08,2026-07-04T21:37:29Z,llm
Windows Virtual Desktop,not_ai,high,"Azure VDI service, not AI.","[""Virtual Desktop""]",claude-sonnet-5,ed7e8d8511c7b25c,2026-07-04T21:37:29Z,llm
Wiz Advanced for Government,not_ai,medium,"Cloud security posture management tier based on graph-based risk correlation, not primarily an ML/AI capability.","[""Wiz for Gov"", ""unified view of risk""]",claude-sonnet-5,21b4c6d173bcb103,2026-07-04T21:37:29Z,llm
Wiz Code for Government,not_ai,high,"Code/IaC security scanning module, not AI.","[""Wiz Code""]",claude-sonnet-5,dac32b74ab71ec55,2026-07-04T21:37:29Z,llm
Wiz Defend for Government,not_ai,medium,Cloud detection and response module built on Wiz's graph-based risk correlation rather than an ML-centric detection engine.,"[""Wiz Defend""]",claude-sonnet-5,d7bbfe09832c9e5a,2026-07-05T01:56:37Z,qc_confirmed
Wiz Essential for Government,not_ai,high,"Base-tier cloud security posture management, not AI.","[""Wiz Essential""]",claude-sonnet-5,aece87192763a7f5,2026-07-04T21:37:29Z,llm
Wiz Sensor for Government,not_ai,high,"Agent/sensor component for cloud workload scanning, not AI.","[""Sensor""]",claude-sonnet-5,5d9e068026203d26,2026-07-04T21:37:29Z,llm
Workers,not_ai,high,"Cloudflare's serverless edge-compute platform, not AI.","[""Workers""]",claude-sonnet-5,6fc7b0b1bb6c2560,2026-07-05T01:56:37Z,qc_confirmed
Workers KV,not_ai,high,"Cloudflare's edge key-value data store, not AI.","[""Workers KV""]",claude-sonnet-5,48216331bb1d9c5c,2026-07-04T21:37:29Z,llm
Workflow and Document Approvals including online reviews with markup,not_ai,high,"Oracle Aconex document-approval/collaboration workflow feature, not AI.","[""Document Approvals"", ""online reviews with markup""]",claude-sonnet-5,d06494a1af82501f,2026-07-04T21:37:29Z,llm
